frame,e_y,e_y_dot,e_phi,e_phi_dot,index,u1/deg,u1_0,u1_1,u1_2,u1_3,u2,curvature,v_x,v_y,timestamp
157,-0.173538,0.244617,0.208043,0.081158,0,9.767090,-0.024417,0.000465,0.194063,0.000357,0.000000,0.032169,1.320000,-0.030000,1621677225582744830
158,-0.207284,0.260953,0.210836,0.075747,0,9.644707,-0.029165,0.000496,0.196668,0.000333,0.000000,nan,1.380000,-0.030000,1621677225595089115
159,-0.204992,0.262910,0.213803,0.073478,0,9.821400,-0.028842,0.000500,0.199435,0.000323,0.000000,nan,1.370000,-0.030000,1621677225615876565
160,-0.206652,0.269369,0.215374,0.076620,0,9.893463,-0.029076,0.000512,0.200901,0.000337,0.000000,nan,1.390000,-0.030000,1621677225635762749
161,-0.210453,0.256112,0.220086,0.070337,0,10.111655,-0.029611,0.000487,0.205296,0.000309,0.000000,nan,1.300000,-0.030000,1621677225656301377
162,-0.238710,0.274339,0.221308,0.081681,0,9.954001,-0.033586,0.000521,0.206436,0.000359,0.000000,0.000000,1.330000,-0.020000,1621677225677591688
163,-0.233866,0.255643,0.224100,0.085696,0,10.141273,-0.032905,0.000486,0.209041,0.000377,0.000000,0.000000,1.230000,-0.020000,1621677225702885530
164,-0.246410,0.270423,0.226893,0.081681,0,10.189996,-0.034670,0.000514,0.211646,0.000359,0.000000,0.000000,1.280000,-0.020000,1621677225715464492
165,-0.247459,0.266541,0.231082,0.073129,0,10.402832,-0.034817,0.000506,0.215553,0.000322,0.000000,0.000000,1.240000,-0.020000,1621677225737584031
166,-0.279219,0.284546,0.232478,0.079412,0,10.224963,-0.039286,0.000541,0.216855,0.000349,0.000000,0.000000,1.310000,-0.020000,1621677225756092170
167,-0.277713,0.296759,0.235969,0.078540,0,10.424777,-0.039074,0.000564,0.220111,0.000346,0.000000,0.000000,1.300000,-0.010000,1621677225776205351
168,-0.275101,0.302861,0.237016,0.081681,0,10.503257,-0.038707,0.000575,0.221088,0.000359,0.000000,0.000000,1.320000,-0.010000,1621677225795758001
169,-0.308422,0.294835,0.240332,0.061436,0,10.405896,-0.043395,0.000560,0.224182,0.000270,0.000000,nan,1.310000,-0.020000,1621677225814267933
